match_id,fb_time,type,slot,key,player_slot
1d3eedcedaf9aa309a35a88a4c75d4ea,124.203,CHAT_MESSAGE_FIRSTBLOOD,8,2,131
3a0b6c94b4f61795a9e03ec445970126,2.701,CHAT_MESSAGE_FIRSTBLOOD,6,2,129
cf0cf905d3953248edb5f4f0465e673a,154.262,CHAT_MESSAGE_FIRSTBLOOD,2,6,2
35fdad5395842385cbd3c15302bbdafe,-10.997,CHAT_MESSAGE_FIRSTBLOOD,1,9,1
19c62f8db70e68ff00086841f4681056,78.647,CHAT_MESSAGE_FIRSTBLOOD,4,8,4
fac19c50545a5af103ec1d2fcb7a06f3,44.189,CHAT_MESSAGE_FIRSTBLOOD,9,1,132
1cb86a14d984cc4d2149a4b3f6308122,20.562,CHAT_MESSAGE_FIRSTBLOOD,5,3,128
a8d742f93793bd2667363630d3d8d0d3,183.822,CHAT_MESSAGE_FIRSTBLOOD,6,0,129
55a94e4c99f00ec5f5889c396b9b7c90,9.964,CHAT_MESSAGE_FIRSTBLOOD,4,7,4
00d456c7e9b2b809fd5de28d626dedc0,79.914,CHAT_MESSAGE_FIRSTBLOOD,9,2,132
6840b6e5b97f3cf9ab88da9ce8be7ae6,107.689,CHAT_MESSAGE_FIRSTBLOOD,9,2,132
b54149765c89003ec487e60083d3c829,33.24,CHAT_MESSAGE_FIRSTBLOOD,5,0,128
eb0e1bc32d0958b016c211510ef48416,257.719,CHAT_MESSAGE_FIRSTBLOOD,8,2,131
1f970767d762eeec8bd4a61cf322c8de,50.188,CHAT_MESSAGE_FIRSTBLOOD,0,7,0
22cd684912d6473fc734c1182a5fb9b0,17.862,CHAT_MESSAGE_FIRSTBLOOD,8,1,131
5f94067fef5cbe53f089cb7e8762d2eb,53.987,CHAT_MESSAGE_FIRSTBLOOD,0,5,0
a95bf1c415d77cb2742225281c4f5d15,223.445,CHAT_MESSAGE_FIRSTBLOOD,7,1,130
a97f773cab1bbb71fc4b64e93e535652,101.747,CHAT_MESSAGE_FIRSTBLOOD,2,8,2
076ec1faf5910fb76c4bafef86c7c30b,83.702,CHAT_MESSAGE_FIRSTBLOOD,7,3,130
4ec872b5c68af55e6b66a5718ffd660c,127.202,CHAT_MESSAGE_FIRSTBLOOD,8,4,131
57d11a54ac77c1a90969864b5da0210d,134.034,CHAT_MESSAGE_FIRSTBLOOD,2,7,2
ddf02cb28aa6fd3c1b48bf14f783b586,160.661,CHAT_MESSAGE_FIRSTBLOOD,0,5,0
06d1c2e42bd8ec85eadf90fbaea211f7,97.243,CHAT_MESSAGE_FIRSTBLOOD,7,1,130
a0472c3f3ad32f40b4eb845bee7aab20,60.185,CHAT_MESSAGE_FIRSTBLOOD,0,5,0
da48d897a242dce0accb0634c21b2329,178.556,CHAT_MESSAGE_FIRSTBLOOD,2,5,2
59dbbe7f900823aa635b5182e39767c2,-2.466,CHAT_MESSAGE_FIRSTBLOOD,8,4,131
3af52d6ba444c11477279188e6ec3be9,43.556,CHAT_MESSAGE_FIRSTBLOOD,1,7,1
6200c4711ff8eee1ba184b370cfa73fe,143.598,CHAT_MESSAGE_FIRSTBLOOD,8,2,131
3e3e3fe430e13dccb5cf207658df34a4,5.265,CHAT_MESSAGE_FIRSTBLOOD,3,6,3
d7e32cb1934694afc16ed3a5b1f9932a,116.372,CHAT_MESSAGE_FIRSTBLOOD,0,5,0
71dd86d51e170f3cd804ca3181d2bf35,67.084,CHAT_MESSAGE_FIRSTBLOOD,0,8,0
6950bb251a2293445564f6f12e77ddc3,14.663,CHAT_MESSAGE_FIRSTBLOOD,5,2,128
0d2ce8e6672c93f7c94d8aa750a7aae6,-2.866,CHAT_MESSAGE_FIRSTBLOOD,8,3,131
53ec9c784a28d27fd5e60638e51542d6,-8.565,CHAT_MESSAGE_FIRSTBLOOD,9,4,132
3b4d1dcac48e41cc85d7a65b50173c11,146.331,CHAT_MESSAGE_FIRSTBLOOD,4,6,4
c100afe2556f0b553b2c02a9b106ee66,69.745,CHAT_MESSAGE_FIRSTBLOOD,8,2,131
785b46a41ad7fc643b2fe870e18435e9,16.629,CHAT_MESSAGE_FIRSTBLOOD,2,8,2
66c6e66828e38fe9891707c1f8cdfd0c,2.933,CHAT_MESSAGE_FIRSTBLOOD,2,9,2
7a6dd61d33e6ae601c60105ad0952e8b,78.117,CHAT_MESSAGE_FIRSTBLOOD,4,6,4
5dd7988ad6374838cce104aab5dbd192,13.13,CHAT_MESSAGE_FIRSTBLOOD,6,1,129
ec79ef1a74f62313be4020c7ac3c5f85,129.868,CHAT_MESSAGE_FIRSTBLOOD,0,9,0
3c02992f158d48b406da8a95555f5893,119.004,CHAT_MESSAGE_FIRSTBLOOD,2,9,2
dfda599d2d8a46dbf2147fc3c3b2403d,15.196,CHAT_MESSAGE_FIRSTBLOOD,2,9,2
df20bd057044c5f0071cd59a3f84aa95,62.185,CHAT_MESSAGE_FIRSTBLOOD,2,9,2
8be754ce3d7c367317f5e17b1581d068,73.349,CHAT_MESSAGE_FIRSTBLOOD,0,5,0
632abb7cf27f7bc037c52096a8ae2400,211.282,CHAT_MESSAGE_FIRSTBLOOD,2,8,2
2d8401d8acf7a279793ec5b6cd9fec35,162.713,CHAT_MESSAGE_FIRSTBLOOD,3,8,3
d74c1c47c9ce3e2c82afc12815a3c073,9.798,CHAT_MESSAGE_FIRSTBLOOD,7,3,130
55ab73941e8c2b9b90bd9659e6205310,192.62,CHAT_MESSAGE_FIRSTBLOOD,6,0,129
655d2c43ca57ab3801505db13b4c8c46,29.559,CHAT_MESSAGE_FIRSTBLOOD,5,2,128
a72c25f0519f1d2afbaa2b1baab46e87,107.507,CHAT_MESSAGE_FIRSTBLOOD,0,9,0
98016801232385b51fbeb536c5695c5e,107.907,CHAT_MESSAGE_FIRSTBLOOD,5,1,128
d3606c50c88b8ef22d787a66a90557e7,0.933,CHAT_MESSAGE_FIRSTBLOOD,4,7,4
f2acd1bfeedf66fb724e79edaca5840c,71.383,CHAT_MESSAGE_FIRSTBLOOD,3,9,3
093c4999d570796247efc33e81e7e7eb,164.06,CHAT_MESSAGE_FIRSTBLOOD,1,5,1
6720880df008fe5865fc778689a56e4e,9.135,CHAT_MESSAGE_FIRSTBLOOD,7,4,130
fdd6c1e21cacf98872b3b29b2cfc414a,123.47,CHAT_MESSAGE_FIRSTBLOOD,1,9,1
bea7e6b1340d44a9d480e4a6c2aab4e9,104.308,CHAT_MESSAGE_FIRSTBLOOD,7,2,130
f0e29fc8e9dc0dae008e3941318dc5d5,163.693,CHAT_MESSAGE_FIRSTBLOOD,2,9,2
e69147da104a29acb0bf07fddea2fe78,276.033,CHAT_MESSAGE_FIRSTBLOOD,3,6,3
b9ca7ec03f9e5d9c378745c6da9a5f2f,75.248,CHAT_MESSAGE_FIRSTBLOOD,0,8,0
afe63f2dff0c9ca3926d1f2bc4a5617b,81.713,CHAT_MESSAGE_FIRSTBLOOD,0,6,0
a9c1eac037e1e1d63fa98f0878bda98d,47.288,CHAT_MESSAGE_FIRSTBLOOD,5,1,128
0161cd0aa0cffe4bd29263846e4ae14c,132.54,CHAT_MESSAGE_FIRSTBLOOD,0,5,0
67c9c3b4468b03954b87ffaf331c181e,-17.229,CHAT_MESSAGE_FIRSTBLOOD,7,0,130
881d1c50b84c6c0b8d53e2d644cc9cac,-30.093,CHAT_MESSAGE_FIRSTBLOOD,3,8,3
fb42cfa8f47c35b55539ea5a0943c764,55.586,CHAT_MESSAGE_FIRSTBLOOD,0,6,0
15216b265b00e5583fa9e4c1a4168c54,15.396,CHAT_MESSAGE_FIRSTBLOOD,1,8,1
698296d836bf6fbba1650d901a96db8b,104.541,CHAT_MESSAGE_FIRSTBLOOD,6,3,129
dc224b80360ea4d8a36f63dc9923eb9c,27.46,CHAT_MESSAGE_FIRSTBLOOD,3,5,3
